"SITEID_07","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","zpSRr","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","phySRr","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC_2","HUC_8","ECO3","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ECO_L3_NAM","NUT_REG","NUTREG_NAME","ECO_NUTA","ECO3_X_ORIGIN","STATE","DATE","ln_phyDen","ln_phySR","ln_phySRr","ln_zpDen","ln_zpSR","ln_zpSRr","ln_NTL","ln_PTL","Lat","ln_DOC","ln_Silica","ln_Temp","ln_Sol","ln_Cond","WOmni","WOmni2","Omni2"
"NLA06608-0679",13,10250.3780877164,1.54192755296452,0.153846153846154,0.0229508196721311,8.92125568071276,14,1.6758329877297,2721523.809541,667181864.1049,13.9999685034035,44.907241,-93.24237251,80.67161098,4,4.278811947,248.15,7,7010206,51,"Region_5",509.2,6190,635,13,10747,8.46,25.76,5.60875817,"North Central Hardwood Forests","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","MN","6/27/2007",20.3185732265424,2.63905732961526,2.63905507985583,9.23506987049273,2.56494935746154,2.18843670806491,6.45362499889269,2.56494935746154,44.907241,8.73069036567864,9.28238192484115,3.24882290123615,1.72432933495955,6.23284086668325,0.0229508196721311,0.000526740123622682,0.0236686390532544
"NLA06608-0681",10,4369.5652173913,1.53409261966734,0.1,0.00746268656716418,6.25510562775559,22,0.352874676713415,2572195.090571,275535074.46121,19.529571996798,38.823499,-80.61407853,334.3315616,4.7,51.74638075,238.52,5,5030203,70,"Region_3",56.11,1740,249,9,2764,6.97,22.561667,5.732091503,"Western Allegheny Plateau","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","WV","6/14/2007",19.4342254904727,3.09104245335832,2.97192982948194,8.38241879055212,2.30258509299405,1.83339803070764,5.51745289646471,2.19722457733622,38.823499,7.46164039220858,7.92443418488756,3.11625231574396,1.74608047337654,4.02731404976288,0.00746268656716418,5.56916907997327e-05,0.01
"NLA06608-0686",22,873.069173942243,2.32339161570752,0.227272727272727,0.247252747252747,14.2284175509847,32,1.46149519037507,2213500.000201,653014714.2072,31.7362924313503,45.992946,-95.68760607,15.26573132,1.1,1.541087671,405.58,7,7020005,51,"Region_5",553.4,18170,1343,122,31927,9.31,20.55,5.490392157,"North Central Hardwood Forests","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","MN","7/11/2007",20.2971102202291,3.46573590279973,3.45746089766889,6.77201478974776,3.09104245335832,2.65524120078693,7.20266119652324,4.80402104473326,45.992946,9.80752716139022,10.371207325767,3.02286094094224,1.7029996841179,6.31608106735283,0.247252747252747,0.0611339210240309,0.0516528925619835
"NLA06608-0687",8,52666.6666666667,1.37381711676819,0.375,0.362869198312236,5.50057097502176,10,0.344659388088413,7669187.678231,713961869.9494,9.9030789659104,38.996919,-108.0510627,14.98479063,13.5,1.620425858,3070.94,14,14020005,21,"Region_8",81.22,1970,198,13,15463,8.2,12.964286,6.500196078,"Southern Rockies","II","Western Forested Mountains","II","WMTNS MAN-MADE","CO","8/14/2007",20.3863401154456,2.30258509299405,2.29284571544562,10.871738023341,2.07944154167984,1.70485190049048,5.28826703069454,2.56494935746154,38.996919,7.58578882173203,9.64620535247543,2.56219834612821,1.87183234229277,4.39716152225815,0.362869198312236,0.131674055083765,0.140625
"NLA06608-0690",24,14894.1176470588,2.71509690739303,0.25,0.112954186413902,13.7011490852801,49,3.394322830698,10186529.963411,3155958141.261,46.5449382769001,41.989431,-71.5975535,24.34180652,4.3,2.422694828,75.77,1,1090003,59,"Region_1",137.9,3980,479,15,2877,7.21,21.352857,5.704509804,"Northeastern Coastal Zone","XIV","Eastern Coastal Plain","CPL","EHIGH MAN-MADE","RI","7/3/2007",21.8725579766168,3.89182029811063,3.8404182604724,9.60872162519594,3.17805383034795,2.61747970415475,6.17170059741091,2.70805020110221,41.989431,8.28903709827848,7.96450336355155,3.0611855480521,1.74125705569599,4.92652878479926,0.112954186413902,0.0127586482284265,0.0625
"NLA06608-0692",16,38390.3792784459,1.79571077648352,0.3125,0.0626506024096386,10.6831661113178,23,1.65325159429577,22072902.84555,3658818939.4741,22.9561681290605,40.671414,-99.05552208,8.740125143,6.7,2.199447516,648.47,10,10200101,27,"Region_7",796.6,5140,631,23,9393,8.52,23.771429,6.074640523,"Central Great Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","NE","7/10/2007",22.02040623815,3.13549421592915,3.13358666418952,10.5555621675617,2.77258872223978,2.36866924196931,6.44730586254121,3.13549421592915,40.671414,8.54480835844921,9.14772000999452,3.16848439736064,1.80412281430709,6.68035267074754,0.0626506024096386,0.00392509798229061,0.09765625
"NLA06608-0693",19,1301.5947467167,2.88613298918391,0.157894736842105,0.0900900900900901,16.7284021949775,25,0.26034506191514,4094331.705023,180021773.23039,20.7260868610516,37.147278,-119.5155897,69.77192161,5,9.869392749,300.34,18,18040006,6,"Region_9",31.29,1590,79,4,6974,7.29,17.233333,7.716862745,"Southern and Central California Chaparral and Oak Woodlands","III","Xeric West","III","WMTNS MAN-MADE","CA","7/25/2007",19.0085883639302,3.2188758248682,3.03139314167535,7.17134551987694,2.94443897916644,2.8171080050569,4.36944785246702,1.38629436111989,37.147278,7.37148929521428,8.8499442272356,2.84684547350391,2.04340790126053,3.44329855768079,0.0900900900900901,0.00811622433244055,0.0249307479224377
"NLA06608-0696",21,23073.0478589421,2.08481988213875,0.428571428571429,0.224890829694323,11.5440354592656,16,1.89378451850816,1453084.397577,307458722.4981,15.999805329868,34.945822,-97.4757382,12.16119365,4,2.342561094,307.94,11,11130303,27,"Region_6",183.1,9290,829,252,5217,7.98,26.593333,5.475163399,"Central Great Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","OK","7/16/2007",19.5438514004219,2.77258872223978,2.77257655528252,10.0464204559631,3.04452243772342,2.4461688931288,6.7202201551353,5.52942908751142,34.945822,9.13669383180788,8.55967780302239,3.28066054527468,1.70022211982343,5.21003245168046,0.224890829694323,0.0505758852806011,0.183673469387755
"NLA06608-0707",5,5656.01041515984,0.765016148707501,0,0,3.2860193096507,20,2.16378338841873,1619191.594004,326710788.0362,19.9998837505651,46.892699,-99.41665043,43.218989,3.5,6.512751,527.1,10,10130103,42,"Region_8",9379,37930,4034,127,2514,8.93,21.442857,5.525816993,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","7/12/2007",19.6045858972572,2.99573227355399,2.99572646106536,8.64047404901033,1.6094379124341,1.18967689593704,8.30251371851416,4.84418708645859,46.892699,10.5434976346829,7.82963038915019,3.06539158292188,1.70943110850802,9.14622842650894,0,0,0
"NLA06608-0709",7,5851.97934595525,0.70836487947712,0.428571428571429,0.952205882352941,4.49420238596062,26,1.90779459771511,82384606.82329,3319292274.3052,24.5624485502027,28.866544,-81.68245579,39.5189832,2.1,2.484152054,18.92,3,3080102,75,"Region_4",190.1,15810,2492,202,968,7.45,28.96,5.46496732,"Southern Coastal Plain","XII","Southeastern Coastal Plain","CPL","PLNLOW NATURAL","FL","9/18/2007",21.9230174267608,3.25809653802148,3.20121879497905,8.67453523273448,1.94591014905531,1.50278820745329,7.82084087990734,5.30826769740121,28.866544,9.66839793020352,6.87523208727658,3.36591556751752,1.69835814173871,5.24755024949438,0.952205882352941,0.906696042387543,0.183673469387755
"NLA06608-0710",14,50000,1.82081426686438,0.214285714285714,0.568571428571429,8.92658799877373,24,2.416454085801,1310664.199571,8731813542.14821,23.9997733499553,41.760269,-70.65792119,15.24576445,4.9,1.555731873,1.75,1,1090002,84,"Region_1",175.5,2940,302,21,5034,6.99,22.588889,5.766470588,"Atlantic Coastal Pine Barrens","XIV","Eastern Coastal Plain","CPL","PLNLOW NATURAL","MA","7/24/2007",22.8902389220104,3.17805383034795,3.17804438655149,10.8197782844103,2.63905732961526,2.18903423887204,5.71042701737487,3.04452243772342,41.760269,7.98616486033273,8.52397017569526,3.11745814821692,1.75206021017661,5.16763904290592,0.568571428571429,0.323273469387755,0.0459183673469388
"NLA06608-0711",11,3140.6510851419,0.61061555810459,0.363636363636364,0.0332225913621262,5.14831415731751,26,2.31801505943746,1076617.021071,177476671.9602,25.9999332572486,30.751073,-93.11140261,624.012216,6.5,24.49957698,27.67,8,8080204,35,"Region_6",50.55,6760,523,74,14509,6.82,28.182857,5.304640523,"South Central Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","LA","9/10/2007",18.9943497326663,3.25809653802148,3.25809397098929,8.05218540936387,2.39789527279837,1.63866931299187,6.25958146406492,4.30406509320417,30.751073,8.81877816903701,9.58252442551568,3.33871388529178,1.66858200784729,3.92296294546648,0.0332225913621262,0.00110374057681483,0.132231404958678
"NLA06608-0712",18,7514.59143968872,1.01618074492659,0.277777777777778,0.0355987055016181,6.9173857615193,20,2.053096140271,6676740.74043,5109597258.3302,19.9999182917562,32.029856,-97.62566712,10.05502523,4.5,1.76823188,234.15,12,12060202,29,"Region_6",355.2,6540,417,14,17628,7.95,27.7,5.418954248,"Cross Timbers","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","TX","7/24/2007",22.3543864236392,2.99573227355399,2.99572818813346,8.92460193473297,2.89037175789616,1.93403791812542,6.0330862217988,2.63905732961526,32.029856,8.78569244445124,9.77724382596188,3.32143241319329,1.68990285366219,5.87268101111801,0.0355987055016181,0.00126726783339094,0.0771604938271605
"NLA06608-0713",11,16301.9138327412,1.30821381315888,0.272727272727273,0.518315018315018,7.07649810687295,23,0.692656926513711,11701019.607446,744928965.6014,21.108943604165,39.403849,-120.0976296,385.8954529,11,21.29408945,1709.58,16,16050102,5,"Region_9",71.25,2010,138,7,14722,7.82,18.083333,7.546993464,"Sierra Nevada","II","Western Forested Mountains","II","WMTNS MAN-MADE","CA","9/12/2007",20.4287994236119,3.13549421592915,3.04969681817154,9.69903779295409,2.39789527279837,1.95677916766864,4.92725368515721,1.94591014905531,39.403849,7.60589000105312,9.59709825261865,2.89499068531928,2.02114926726287,4.26619481914876,0.518315018315018,0.268650458210898,0.0743801652892562
"NLA06608-0715",12,24909.0909090909,1.11398514267354,0.25,0.388686131386861,7.41177972538122,16,0.949234784103282,6520031.636149,394852162.026,15.9942616558853,40.218486,-105.3784913,79.39608141,46,7.767676082,1951.04,10,10190005,21,"Region_8",22.77,2770,123,4,5095,7.1,11.625,5.906928105,"Southern Rockies","II","Western Forested Mountains","II","WMTNS MAN-MADE","CO","7/6/2007",19.7940219794557,2.77258872223978,2.77223001140358,10.1229881125718,2.484906649788,2.00307058933353,4.81218435537242,1.38629436111989,40.218486,7.92660259918138,8.53601494565683,2.45315795147342,1.77612591709816,3.12544388007565,0.388686131386861,0.151076908732484,0.0625
"NLA06608-0717",16,10002.4820054604,1.45894648660613,0.3125,0.0918114143920596,7.22375772133182,17,1.46934264930997,2767732.37904,235686450.1246,16.8913423626325,39.175339,-75.53217241,69.11437012,2.5,7.29240738,4.07,2,2040207,63,"Region_3",209.9,7430,2030,225,6523,8.22,24.06,5.800065359,"Middle Atlantic Coastal Plain","XIV","Eastern Coastal Plain","CPL","PLNLOW MAN-MADE","DE","6/14/2007",19.2780128784499,2.83321334405622,2.82680120443084,9.21058854172556,2.77258872223978,1.97737527753065,7.61579107203583,5.41610040220442,39.175339,8.9132811377118,8.7830896717961,3.18055071054653,1.75786918628198,5.34663122682659,0.0918114143920596,0.00842933581267048,0.09765625
"NLA06608-0718",4,502.846299810247,0.860949890865536,0,0,3.5746570843509,17,1.10226331544727,11843749.74984,5591891668.7048,16.9993988257024,46.477468,-103.2176549,64.37391798,1.3,4.260894204,846.96,10,10130204,43,"Region_8",3595,27630,1869,616,5292,9.13,22.506667,5.822222222,"Northwestern Great Plains","IV","Great Plains Grass and Shrublands","IVnat","PLNLOW NATURAL","ND","7/18/2007",22.4445834691411,2.83321334405622,2.83317798023695,6.220284556427,1.38629436111989,1.27386925108402,7.53315880745556,6.42324696353352,46.477468,10.2266574179175,8.57395152523485,3.11381157643002,1.76168201395261,8.18729927015515,0,0,0
"NLA06608-0720",12,6828.5881775116,0.963718041058393,0.25,0.412993039443155,5.12015876854564,17,1.72518277145276,699153.69919,412611761.1551,16.9997310210228,39.783681,-99.96360846,837.628848,7.5,35.14422876,702.53,10,10250015,27,"Region_7",795.4,9530,1435,195,3209,8.63,24.577778,6.184705882,"Central Great Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","KS","6/26/2007",19.838017663176,2.83321334405622,2.83319752163827,8.82887322219489,2.484906649788,1.6331854480522,7.26892012819372,5.27299955856375,39.783681,9.16219999664825,8.07371464110986,3.20184270135355,1.82207945127802,6.67884513277359,0.412993039443155,0.170563250628496,0.0625
"NLA06608-0721",18,80477.9904889647,2.05238017231347,0.277777777777778,0.234848484848485,10.9075902880439,17,1.17116777005105,37087102.51221,3444123673.659,16.9537634122983,46.497287,-122.4056376,84.03281162,4.6,4.747825613,238.87,17,17080005,4,"Region_10",56.28,3710,441,21,11747,7.77,20.48,4.975294118,"Cascades","II","Western Forested Mountains","II","WMTNS MAN-MADE","WA","7/5/2007",21.9599353327565,2.83321334405622,2.83048983940549,11.2957390159483,2.89037175789616,2.38945890359255,6.08904487544685,3.04452243772342,46.497287,8.21878715560148,9.37135316782389,3.01944880017131,1.60448448805907,4.03033923224619,0.234848484848485,0.055153810835629,0.0771604938271605
"NLA06608-0723",12,457.33699202927,2.07840372972383,0.25,0.104761904761905,9.41094922582247,37,2.84405662211996,9127710.70963,3350834669.9497,36.9998508745876,42.92256,-102.0383947,59.10683554,1.8,3.44367749,1057.7,10,10150003,44,"Region_7",395.3,28510,1433,24,38637,9.01,25.725,6.156601307,"Nebraska Sand Hills","IV","Great Plains Grass and Shrublands","IVnat","PLNLOW NATURAL","NE","8/18/2007",21.9324753069582,3.61091791264422,3.61091388221955,6.12542051964972,2.484906649788,2.24187382266737,7.26752542782817,3.17805383034795,42.92256,10.2580101819067,10.5619656455608,3.24746328172011,1.81752488940656,5.97964497030264,0.104761904761905,0.0109750566893424,0.0625
"NLA06608-0724",18,19181.7373258227,2.2084695741247,0.222222222222222,0.244204018547141,10.7647930906821,44,2.80112694182653,6768473.861896,2694096435.2802,43.9114181703063,39.189471,-85.98220181,50.07294514,7.3,9.248182592,207.12,5,5120204,55,"Region_5",314,3070,273,9,2031,8.31,27.45,5.736797386,"Eastern Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","IN","8/13/2007",21.7143287106117,3.78418963391826,3.78217438125787,9.86171392440948,2.89037175789616,2.37628091007258,5.60947179518496,2.19722457733622,39.189471,8.02943284058124,7.61628356158038,3.31236616795554,1.7469011079314,5.74939298590825,0.244204018547141,0.0596356026745722,0.0493827160493827
"NLA06608-0726",12,71428.5714285714,1.77098755606376,0.25,0.392,8.23205192391931,23,1.91096110714427,963660.130638,913753932.21,22.9999823464508,43.834951,-71.09335145,12.01850477,5.5,1.61513155,124.81,1,1060002,58,"Region_1",52.39,2760,202,6,5892,7.31,18.475,5.355751634,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","NH","8/14/2007",20.6330718723952,3.13549421592915,3.13549344838324,11.176453228349,2.484906649788,2.10803530608223,5.30826769740121,1.79175946922805,43.834951,7.9229859587112,8.68135077758252,2.91641846683427,1.6781710552078,3.95871573342013,0.392,0.153664,0.0625
"NLA06608-0727",11,13000.5977286312,1.55493555779599,0.181818181818182,0.211494252873563,7.40499939029012,37,1.55201579628077,176545013.42634,14194023247.396,36.273477459685,45.638733,-97.34187361,29.23173022,3.5,2.196152722,559.28,10,10160010,46,"Region_8",1284,21550,3722,191,30442,8.75,22.16,5.499738562,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","6/23/2007",23.3760868148805,3.61091791264422,3.59108682572358,9.47275061451214,2.39789527279837,2.00215536538217,8.2220164372022,5.25227342804663,45.638733,9.97813109553189,10.3235785128396,3.09828886187908,1.70470055692682,7.15773548424991,0.211494252873563,0.0447298189985467,0.0330578512396694
"NLA06608-0731",18,32871.2871287129,1.96083723220428,0.166666666666667,0.0321285140562249,9.96607171291498,46,2.3998143618102,15436552.682964,3543017571.0767,45.9564274521216,41.337441,-85.59855169,37.44699116,7,7.475331099,278.33,4,4050001,56,"Region_5",428.8,6510,1221,17,3450,8.49,21.7125,5.771503268,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","IN","8/7/2007",21.9882446221956,3.8286413964891,3.82769371828221,10.4003548240514,2.89037175789616,2.2991864955904,7.1074254741107,2.83321334405622,41.337441,8.78109473520261,8.14612951002541,3.07788813156722,1.75293257830329,6.06099060975659,0.0321285140562249,0.00103224141546104,0.0277777777777778
"NLA06608-0733",6,4966.1771984821,1.68805964730892,0.166666666666667,0.0764119601328904,5.87564032154165,11,0.00409039543293546,177400888.855558,3029378814.2272,2.86051585119436,37.301657,-115.1266278,185.0144512,1.7,7.72354975,1021.29,15,15010011,13,"Region_9",1158,9700,993,28,57717,8.77,24.1,6.936862745,"Central Basin and Range","III","Xeric West","III","WMTNS MAN-MADE","NV","6/27/2007",21.8316234236437,2.39789527279837,1.05100197611797,8.51040564776782,1.79175946922805,1.77081504499185,6.90073066404517,3.3322045101752,37.301657,9.17988116449147,10.9633070364851,3.18221184049661,1.9368496182769,7.05444965813294,0.0764119601328904,0.00583878765135043,0.0277777777777778
"NLA06608-0734",17,2683.67795864496,1.73656143223234,0.176470588235294,0.0679156908665105,9.83120984950579,29,0.348194712088044,42042074.076566,730493496.4408,23.1854575004012,47.129763,-88.31643187,69.27845695,3.2,4.893042529,189.3,4,4020103,50,"Region_5",55.55,12500,364,16,1736,7.3,23.725,5.580980392,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MI","7/24/2007",20.4092308862281,3.36729582998647,3.14352525025176,7.894943505291,2.83321334405622,2.28556200384976,5.89715386763674,2.77258872223978,47.129763,9.43348392329039,7.4593388952203,3.16652934449599,1.71936445845126,4.01728351608564,0.0679156908665105,0.00461254106587542,0.0311418685121107
"NLA06608-0738",15,18880,1.12868344865866,0.2,0.0423728813559322,7.62791765199638,28,2.36316412300179,1019666.666756,2204189146.96577,27.9999856058651,43.177656,-72.06616228,76.92370366,14,5.999984935,427.87,1,1070003,58,"Region_1",30.48,3750,223,3,1570,6.27,14.621429,5.402875817,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","NH","8/16/2007",21.5136255444122,3.3322045101752,3.33220399609883,9.84585843969949,2.70805020110221,2.03181489218913,5.40717177146012,1.09861228866811,43.177656,8.22951111896446,7.35883089834235,2.68248819236317,1.68693137051487,3.41707073081845,0.0423728813559322,0.00179546107440391,0.04
"NLA06608-0743",14,1521.30233321032,1.77998539433873,0.142857142857143,0.0673854447439353,8.92553940095397,26,1.65211050235365,10951506.172737,1479356361.8833,24.6293129294036,45.28365,-93.84703784,35.36397799,8.4,4.288470574,284.76,7,7010203,51,"Region_5",420.4,6070,406,5,5158,8.49,19.766667,5.465816993,"North Central Hardwood Forests","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","MN","6/26/2007",21.1148729395107,3.25809653802148,3.20393731606344,7.32732204516298,2.63905732961526,2.18891676292113,6.00635315960173,1.6094379124341,45.28365,8.71111388405354,8.54830418644129,2.98399703419898,1.69851360597209,6.0412066390028,0.0673854447439353,0.00454079816333796,0.0204081632653061
"NLA06608-0744",19,26408.363474211,1.4873740300972,0.368421052631579,0.0938086303939962,8.75813620179246,13,0.327891857705933,8812125.256532,931647872.8793,12.6932032522119,37.507284,-96.22952255,10.69219463,3.4,1.655516251,316.02,11,11070104,28,"Region_7",142.4,5830,1243,100,6426,8.57,25.825,5.401764706,"Flint Hills","IV","Great Plains Grass and Shrublands","IVman","PLNLOW MAN-MADE","KS","7/18/2007",20.6524654824593,2.56494935746154,2.54106667321504,10.18143603723,2.94443897916644,2.16998311995872,7.12528309151071,4.60517018598809,37.507284,8.67077227934454,8.7681075396758,3.2513430150057,1.68672569759099,4.95863999897788,0.0938086303939962,0.0088000591363974,0.135734072022161
"NLA06608-0749",15,11786.1885790173,1.67743885417586,0.2,0.0366197183098592,8.84725473064884,21,0.032374146847091,289721212.074679,3411745841.1802,9.01778938334907,38.217779,-77.66963872,15.44871931,2,4.202087489,70.84,2,2080105,45,"Region_3",61.33,5470,464,50,12577,7.5,24.05,5.628169935,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","VA","7/17/2007",21.9504899741121,3.04452243772342,2.19919922458633,9.37468366552586,2.70805020110221,2.1801072109712,6.13988455222626,3.91202300542815,38.217779,8.60703389541603,9.43962502804716,3.18013499655177,1.7277843333592,4.11626911963789,0.0366197183098592,0.00134100376909343,0.04
"NLA06608-0751",20,5768.00188342919,2.18451988556517,0.25,0.0524781341107872,12.9948568635986,23,2.58084348338639,148727.852421,1221092809.48014,22.999997980315,35.095062,-84.60955737,744.6121139,26.4,63.26391222,255.38,6,6020003,66,"Region_4",54,1340,99,1,6620,7.29,17.324,5.720196078,"Blue Ridge","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","TN","7/25/2007",20.9230120402265,3.13549421592915,3.13549412811676,8.66008100549545,2.99573227355399,2.56455365330394,4.59511985013459,0,35.095062,7.20042489294496,8.79785064893105,2.85209282335238,1.74400308417481,3.98898404656427,0.0524781341107872,0.00275395455974976,0.0625
"NLA06608-0753",19,11111.1111111111,1.62542932659777,0.105263157894737,0.0406091370558376,7.44568639926519,17,1.35426377428692,3439995.550624,170262326.7495,16.9173012181089,42.344211,-79.32038612,46.36420908,13.3,5.088630303,397.87,5,5010002,61,"Region_2",293.5,3060,367,15,2158,8.54,14.478571,5.74124183,"Erie Drift Plain","VII","Mostly Glaciated Dairy Region","VII","EHIGH NATURAL","NY","7/19/2007",18.9528509041878,2.83321334405622,2.82833683898037,9.31570088763401,2.94443897916644,2.00763485789225,5.90536184805457,2.70805020110221,42.344211,8.02617019494643,7.67693714581808,2.6726696942423,1.7476755336218,5.68187763926815,0.0406091370558376,0.0016491020124198,0.0110803324099723
"NLA06608-0754",16,12148.9361702128,2.28243147649271,0.25,0.126094570928196,12.2832372335556,25,0.562240278027883,2511774.400566,641306626.95896,23.8540965480381,42.000082,-71.76889368,125.7233774,23.2,8.175579588,178.4,1,1090003,59,"Region_1",46.5,2770,251,3,3434,6.42,12.818913,5.490196078,"Northeastern Coastal Zone","XIV","Eastern Coastal Plain","CPL","EHIGH NATURAL","MA","7/2/2007",20.2790182576989,3.2188758248682,3.17195596560524,9.40499688692809,2.77258872223978,2.5082355063455,5.52545293913178,1.09861228866811,42.000082,7.92660259918138,8.14148104145742,2.55092165850612,1.70296397036635,3.83945231259331,0.126094570928196,0.0158998408175659,0.0625
"NLA06608-0755",13,4243.66652788009,1.80285580718473,0.307692307692308,0.358490566037736,8.94314704840647,29,2.35211344909768,47393361.40288,2736404294.957,28.9774465430756,45.171986,-100.0637661,15.32707742,2.5,2.630043236,599.28,10,10130105,42,"Region_8",1394,16600,2216,1104,9810,8.32,20.35,5.825359477,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","SD","6/20/2007",21.7299105944146,3.36729582998647,3.36651782200555,8.35318292168913,2.56494935746154,2.19088754607874,7.70345904786717,7.00669522683704,45.171986,9.71715797434464,9.19115755255941,3.0130809118886,1.76222071033731,7.23993259132047,0.358490566037736,0.128515485938056,0.0946745562130178
"NLA06608-0756",14,9315.34020472497,2.15128434396499,0.357142857142857,0.271863117870722,10.9261304122893,26,1.31785921328638,2652534.689839,640189442.06154,25.9389169940664,34.519959,-97.81889401,81.00405877,6.5,5.806177725,329.89,11,11130303,29,"Region_6",361.2,5750,326,3,3586,8.41,25.69375,5.475163399,"Cross Timbers","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","OK","6/25/2007",20.2772746937388,3.25809653802148,3.25574442759523,9.13941780461514,2.63905732961526,2.39115720586141,5.78689738136671,1.09861228866811,34.519959,8.6569551337914,8.18479265416508,3.24624777166405,1.70022211982343,5.88943182154283,0.271863117870722,0.0739095548583903,0.127551020408163
"NLA06608-0759",12,2184.84145398299,0.782587283446226,0.333333333333333,0.646017699115044,5.97718318227936,7,0.782469188680899,37223111.11108,3620342966.61,6.99295375696884,43.496359,-94.58564751,888.3375176,1,19.1917048,372.25,7,7100003,47,"Region_5",392.9,8690,4153,360,52139,8.94,24.35,5.675882353,"Western Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","MN","8/7/2007",22.0098346004538,1.94591014905531,1.9449030359398,7.68929854379082,2.484906649788,1.78794941723585,8.33158624363075,5.88610403145016,43.496359,9.06992821825944,10.8616685081705,3.1925318495286,1.73622603198644,5.97355512656441,0.646017699115044,0.417338867569896,0.111111111111111
"NLA06608-0761",16,11640.6701328712,1.80709151906177,0.25,0.0694789081885856,9.32539361095453,16,1.43151992179802,5205806.816937,590079688.7263,15.2057044390693,40.762633,-74.28597177,21.96164291,5.5,2.488506706,97.81,2,2030104,64,"Region_2",381.8,5250,403,12,6974,8.81,22.116667,5.679738562,"Northern Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","NJ","9/6/2007",20.1957681513813,2.77258872223978,2.72167064949182,9.36226029118076,2.77258872223978,2.23274117492908,5.99893656194668,2.484906649788,40.762633,8.56598335558567,8.8499442272356,3.0963314871817,1.73690520385685,5.94489691129165,0.0694789081885856,0.00482731868307791,0.0625
"NLA06608-0762",7,7169.11764705882,0.557036650189849,0.285714285714286,0.38974358974359,3.96834721130125,12,0.177925739998617,253808282.3337,294721665.1776,11.5639297696199,47.614866,-100.8270609,34.7821593,3.5,3.28370501,568.2,10,10130101,42,"Region_8",1054,16290,3940,264,45677,9.04,20,5.440392157,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","8/16/2007",19.5015419610478,2.484906649788,2.44789075094471,8.87753786424393,1.94591014905531,1.37834968844257,8.27893600229198,5.57594910314632,47.614866,9.69830670159609,10.7293501679176,2.99573227355399,1.69385114595348,6.96034772910131,0.38974358974359,0.15190006574622,0.0816326530612245
"NLA06608-0764",14,69934.4758064516,1.99113675812918,0.214285714285714,0.0900900900900901,10.4372607767415,37,3.02244821546905,7729672.09397,2408562597.435,36.9999976453876,41.214434,-101.6522363,202.2270082,10.4,12.59405648,951.6,10,10180014,25,"Region_7",769.8,3780,1386,58,9903,8.46,18.609091,6.188104575,"High Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","NE","6/26/2007",21.6022959739127,3.61091791264422,3.61091784900605,11.155314022746,2.63905732961526,2.34538217032069,7.23417717974985,4.06044301054642,41.214434,8.23747928861363,9.2005930205213,2.92365022475407,1.8226288322125,6.64613074084965,0.0900900900900901,0.00811622433244055,0.0459183673469388
