"SITEID_12","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","zpSRr","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","phySRr","SITEID_07","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC2","HUC8","ECO3","ECO3_2015","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ln_phyDen","ln_phySR","ln_phySRr","ln_zpDen","ln_zpSR","ln_zpSRr","ln_NTL","ln_PTL","Lat","ln_DOC","ln_Silica","ln_Temp","ln_Sol","ln_Cond","WOmni","WOmni2","Omni2"
"NLA12_IN-111",31,70873.0158730159,0,0.32258064516129,0.162374020156775,22.2519473084118,13,2.15219917022602,51365986.9,17482213391.1,13,"NLA06608-1199",39.60815568,-84.97150743,72.7512337,8.8,6.371989759,254.76,5,5080003,55,55,"Region_5",311,3910,1359,46,3545,9.33,19.984358974359,5.96529411764706,23.5844498233624,2.56494935746154,2.56494935746154,11.1686450459012,3.43398720448515,3.10242952426182,7.21450441415114,3.8286413964891,39.60815568,8.27129265297941,8.17329343896623,2.99494991631031,1.78595836156769,5.73979291217923,0.162374020156775,0.0263653224218727,0.104058272632674
"NLA12_IN-112",23,54727.2727272727,0,0.304347826086957,0.0908084163898117,17.9428047713766,29,2.77243483048178,364431397.9,27543238795.7,29,"NLA06608-1684",39.72076713,-86.72022287,124.1815738,10.7,14.01959658,255.24,5,5120203,55,55,"Region_5",293,4080,765,59,3576,8.61,23.1384615384615,6.10385620915033,24.0390229266619,3.36729582998647,3.36729582998647,10.9101174514926,3.13549421592915,2.88718918618182,6.63987583382654,4.07753744390572,39.72076713,8.31385226739821,8.18200013629341,3.14149623461415,1.80892073688135,5.68017260901707,0.0908084163898117,0.00824616848722543,0.0926275992438563
"NLA12_IN-113",32,35333.3333333333,0,0.3125,0.0459905660377358,22.3514194417738,12,1.35320413888983,21219593.4,2001552260.2,12,"NLA06608-1579",41.69099262,-85.02355495,407.1980919,25.6,18.03547764,296.1,4,4050001,56,56,"Region_5",497,5630,558,16,5099,8.47,14.3358974358974,6.10450980392157,21.4171888465731,2.484906649788,2.484906649788,10.4725820844261,3.46573590279973,3.10688982874197,6.32435896238131,2.77258872223978,41.69099262,8.63586472113374,8.53679972105516,2.66276670190295,1.80902781014098,6.20859002609663,0.0459905660377358,0.00211513216447134,0.09765625
"NLA12_IN-115",26,115444.444444444,0,0.384615384615385,0.080846968238691,19.4313828910239,22,0.862636182495569,574404624.9,8817037784.2,22,"NLA06608-0212",39.02600151,-86.47054783,2761.795165,5.5,91.18767142,172.67,5,5120208,71,71,"Region_5",127.5,3380,376,27,5480,7.94,25.1653846153846,6.10385620915033,22.8999517984226,3.09104245335832,3.09104245335832,11.6565446927451,3.25809653802148,2.96688943383783,5.92958914338989,3.29583686600433,39.02600151,8.12563098847706,8.60886037994206,3.22546942385421,1.80892073688135,4.84811636459848,0.080846968238691,0.00653623227338792,0.14792899408284
"NLA12_IN-116",25,40068.1818181818,0,0.32,0.0692002268859898,17.239239723471,34,2.89910247080713,1386268.4,1720274722.6,34,"NLA06608-1172",39.27760527,-86.21213767,6.315541703,8,1.308222857,249.35,5,5120202,71,71,"Region_5",187.6,4270,556,16,2989,8.24,20.6410256410256,6.10385620915033,21.2657498374594,3.52636052461616,3.52636052461616,10.5983378274617,3.2188758248682,2.84718816469648,6.32076829425058,2.77258872223978,39.27760527,8.35936910622267,8.00269416228394,3.02728063128892,1.80892073688135,5.23431203657212,0.0692002268859898,0.00478867140107246,0.1024
"NLA12_IN-117",29,13926.2295081967,0,0.379310344827586,0.0794585050029429,18.6969471098294,24,2.75724139220769,12611303.6,3359467626.4,24,"NLA06608-0660",39.71553494,-86.21183124,18.96019997,7.3,1.854492563,211.85,5,5120201,55,55,"Region_5",805,3520,1234,9,475,8.48,24.6615384615385,6.10385620915033,21.9350483538441,3.17805383034795,3.17805383034795,9.54152935592081,3.36729582998647,2.92836025437395,7.11801620446533,2.19722457733622,39.71553494,8.16621626859214,6.16331480403464,3.20524488271392,1.80892073688135,6.69084227741856,0.0794585050029429,0.0063136540173027,0.143876337693222
"NLA12_IN-120",30,436818.181818182,0,0.266666666666667,0.118626430801249,18.9484158172826,34,1.90493151475223,43406461.8,5016547470.5,34,"",41.35308847,-85.44887465,11.72737003,6.5,1.762871268,268.38,4,4050001,56,56,"Region_5",505,5910,733,44,7475,8.31,21.2591666666667,6.10450980392157,22.3360077791577,3.52636052461616,3.52636052461616,12.9872723275882,3.40119738166216,2.94172033000135,6.59714570188665,3.78418963391826,41.35308847,8.68440111040014,8.91931939825889,3.05678817490506,1.80902781014098,6.22455842927536,0.118626430801249,0.0140722300846434,0.0711111111111111
"NLA12_IN-126",16,509545.454545455,0,0.25,0.0169491525423729,9.11798948390675,26,1.67030958082356,618546643.4,8485483429.7,26,"",39.03667912,-85.68019805,6.354854858,3.4,1.456222026,205.58,5,5120207,55,55,"Region_5",269,5010,853,84,15586,8.72,24.1907692307692,6.04418300653595,22.8616227086354,3.25809653802148,3.25809653802148,13.14127434169,2.77258872223978,2.21024932845726,6.74875954749168,4.43081679884331,39.03667912,8.51919119407891,9.65412835440351,3.18597112365207,1.7990963229951,5.59471137960184,0.0169491525423729,0.000287273771904625,0.0625
"NLA12_IN-127",18,105234.375,0,0.388888888888889,0.210838901262064,11.052554744254,8,1.16866788852049,155481246.2,5009193628.9,8,"",39.25666178,-86.37285788,592.288877,6.4,24.00982894,191.88,5,5120202,71,71,"Region_5",202,4730,840,53,12112,8.57,27.7916666666667,6.10385620915033,22.3345407867736,2.07944154167984,2.07944154167984,11.5639452844669,2.89037175789616,2.40266159981651,6.73340189183736,3.97029191355212,39.25666178,8.46168048148598,9.40195197567723,3.32473621556768,1.80892073688135,5.30826769740121,0.210838901262064,0.0444530422853943,0.151234567901235
"NLA12_IN-128",33,146418.918918919,0,0.181818181818182,0.084910013844024,18.0172620867782,53,2.6545282574543,85746073.7,3635591223.3,53,"",41.28458229,-85.69379508,49.05708786,8.15,3.209999592,253.16,5,5120106,56,56,"Region_5",412.5,6205,598.5,41,15827,8.375,22.2703205128205,6.10450980392157,22.0140375821065,3.97029191355212,3.97029191355212,11.8942270997484,3.49650756146648,2.89133030316584,6.39442652499803,3.71357206670431,41.28458229,8.73311069763871,9.66947262133328,3.10325487329955,1.80902781014098,6.02223620577474,0.084910013844024,0.00720971045099235,0.0330578512396694
"NLA12_IN-130",20,463000,0,0.3,0.0431965442764579,15.3485176775315,15,1.58319507860747,61510077.8,2521271300.7,15,"",38.12291459,-86.64595821,55.32295042,7.3,5.31821733,139.07,5,5140201,71,71,"Region_5",163.2,3790,428,19,2724,8.52,24.125641025641,6.1224183006536,21.648029095665,2.70805020110221,2.70805020110221,13.0454823330684,2.99573227355399,2.7310189011312,6.0591231955818,2.94443897916644,38.12291459,8.24012129807647,7.9098566672694,3.18327521788307,1.81195716563977,5.09497644253001,0.0431965442764579,0.00186594143742799,0.09
"NLA12_IN-131",11,44037.037037037,0,0.181818181818182,0.317073170731707,9.146997965149,27,1.83095710100703,14735780.1,2346871325.7,27,"",39.45359873,-87.19347607,13.33233781,13,3.184886324,216.39,5,5120111,72,72,"Region_5",2160,2910,305,8,1317,8.11,19.6307692307692,6.18300653594771,21.5763489273017,3.29583686600433,3.29583686600433,10.6927863096686,2.39789527279837,2.21342573421318,5.72031177660741,2.07944154167984,39.45359873,7.97590836016554,7.18311170174328,2.9770981940091,1.82180464765944,7.67786350067821,0.317073170731707,0.100535395597858,0.0330578512396694
"NLA12_IN-134",22,972000,0,0.181818181818182,0.0164609053497942,16.8685172814254,25,1.84283497659183,204226833.8,15266188563.1,25,"",41.4463142,-87.16882512,4.321379985,10.4,0.798885887,233.11,4,4040001,54,54,"Region_5",199.5,11730,1190,38,1955,7.84,16.9197435897436,6.07941176470588,23.4489063220805,3.2188758248682,3.2188758248682,13.7871110834426,3.09104245335832,2.8254490018491,7.08170858610557,3.63758615972639,41.4463142,9.36990494164752,7.57814547241947,2.82848119979278,1.80490794207156,5.29581423632992,0.0164609053497942,0.000270961404934885,0.0330578512396694
"NLA12_IN-135",12,249000,0,0.166666666666667,0.03714859437751,9.13081991063514,19,2.22242165624244,26257847.4,1094783787,19,"",38.30624409,-87.31604402,5.110705271,8.5,1.721055358,132.96,5,5120209,72,72,"Region_5",2760,2570,298,31,11358,8.06,18.4269230769231,6.22294117647059,20.8138227259236,2.94443897916644,2.94443897916644,12.4252081754468,2.484906649788,2.21165549458735,5.6970934865054,3.43398720448515,38.30624409,7.85166117788927,9.33767762043738,2.9138128058676,1.82824265294247,7.9229859587112,0.03714859437751,0.00138001806422477,0.0277777777777778
"NLA12_IN-142",21,620666.666666667,0,0.333333333333333,0.100966702470462,15.0624168232888,24,1.88334924783414,206677140.2,21806355256.1,24,"",38.6607598,-85.75451022,17.88193818,1.4,2.657244285,168.49,5,5120207,55,55,"Region_5",245,8720,1524,125,4361,8.24,25.9889743589744,6.02313725490196,23.8054672897653,3.17805383034795,3.17805383034795,13.338549448151,3.04452243772342,2.71220268913032,7.32909373624659,4.8283137373023,38.6607598,9.07337451690302,8.38045666784277,3.25767238496492,1.79560826226316,5.50125821054473,0.100966702470462,0.0101942750077588,0.111111111111111
"NLA12_IN-144",21,367500,0,0.285714285714286,0.0816326530612245,16.6186742518728,29,2.688412313675,90762726.9,10270726666.9,29,"",41.27216801,-85.53933209,79.76723127,28,6.787075945,272.66,5,5120106,56,56,"Region_5",367,9290,836,31,1416,8.58,11.6035416666667,6.10450980392157,23.0525636146545,3.36729582998647,3.36729582998647,12.814478597635,3.04452243772342,2.81052701800695,6.7286286130847,3.43398720448515,41.27216801,9.13669383180788,7.25559127425367,2.4513103676048,1.80902781014098,5.90536184805457,0.0816326530612245,0.00666389004581424,0.0816326530612245
"NLA12_IN-145",21,1874000,0,0.238095238095238,0.168623265741729,15.4286483932184,11,1.66163037603923,165748295.7,3639272957.2,11,"",41.71697825,-85.65916761,9.506814738,2.7,1.336289067,260.87,4,4050001,56,56,"Region_5",468,7510,1416,107,29632,8.45,21.7320512820513,6.10450980392157,22.015049761612,2.39789527279837,2.39789527279837,14.4435857417805,3.04452243772342,2.7362260665058,7.25559127425367,4.67282883446191,41.71697825,8.92399074475818,10.2966101374459,3.07878818843485,1.80902781014098,6.14846829591765,0.168623265741729,0.0284338057494057,0.0566893424036281
"NLA12_IN-146",25,144571.428571429,0,0.2,0.261857707509881,19.8580968241072,22,1.97948871847176,5225743.6,636488760.3,22,"",39.18592631,-86.34303669,47.0709968,7.9,5.276493514,180.28,5,5120208,71,71,"Region_5",144.2,3810,285,24,9531,7.96,20.975641025641,6.10385620915033,20.2714773172041,3.09104245335832,3.09104245335832,11.8815289797742,3.2188758248682,2.98861182442322,5.65248918026865,3.17805383034795,39.18592631,8.24538446812075,9.16230492293763,3.04336181329944,1.80892073688135,4.97120122485085,0.261857707509881,0.0685694589823306,0.04
"NLA12_IN-147",24,371428.571428571,0,0.458333333333333,0.139423076923077,16.414979578328,27,2.63121944987486,42900281.9,132390511523.9,27,"",40.15369416,-85.64595131,1.956428257,1,0.524480907,264.21,5,5120201,55,55,"Region_5",474,5620,2256,411,10150,8.55,27.0567948717949,6.14424836601307,25.6090218126539,3.29583686600433,3.29583686600433,12.8251118539364,3.17805383034795,2.79819430686676,7.72134861261795,6.01859321449623,40.15369416,8.63408694288774,9.22522898446993,3.29793817048705,1.81551641918411,6.16120732169508,0.139423076923077,0.0194387943786982,0.210069444444444
"NLA12_IN-149",21,139206.349206349,0,0.238095238095238,0.0433295324971494,14.6462575767174,32,2.59123451947848,32442646.5,12774345965.6,32,"NLA06608-4354",41.48115412,-85.34084746,254.7476961,6.4,19.9698084,279.06,4,4050001,56,56,"Region_5",473,6610,758,51,10279,8.43,23.973717948718,6.10450980392157,23.2707047752951,3.46573590279973,3.46573590279973,11.8437126379568,3.04452243772342,2.68418484731459,6.63068338564237,3.93182563272433,41.48115412,8.79633893284573,9.23785825801292,3.17695814483366,1.80902781014098,6.15909538849193,0.0433295324971494,0.00187744838642152,0.0566893424036281
"NLA12_IN-155",23,70142.8571428571,0,0.260869565217391,0.137474541751527,16.4850761463886,31,2.29470519434648,21561900.9,1741725551.5,31,"",39.05599546,-87.14618915,3.583425647,9.4,1.050495318,162.06,5,5120202,72,72,"Region_5",581,3100,389,13,2443,8.33,18.8511538461538,6.18300653594771,21.2781421550313,3.43398720448515,3.43398720448515,11.1582892577213,3.13549421592915,2.80245549564488,5.96357934361845,2.56494935746154,39.05599546,8.03915739047324,7.80098207125774,2.93657412401819,1.82180464765944,6.36475075685191,0.137474541751527,0.0188992496297925,0.0680529300567108
"NLA12_IN-159",23,12602.7397260274,0,0.260869565217391,0.806521739130435,12.4456026590958,26,1.62889620202448,230632889.2,7552241633.9,26,"",39.77712835,-86.53665008,5.286846482,4.6,1.28070547,277.56,5,5120201,55,55,"Region_5",304,6830,1308,148,5329,8.55,22.7051282051282,6.10385620915033,22.7451102612921,3.25809653802148,3.25809653802148,9.44166950787683,3.13549421592915,2.52136736044825,7.17625453201714,4.99721227376411,39.77712835,8.82907995256484,8.58091888229678,3.12259081109324,1.80892073688135,5.71702770140622,0.806521739130435,0.650477315689981,0.0680529300567108
"NLA12_IN-160",14,343714.285714286,0,0.142857142857143,0.0216126350789692,9.37234401353356,31,2.59140418818808,14082866.5,2045972434.8,31,"",41.32176444,-85.76856768,12.12058285,6.4,1.320546445,253.16,5,5120106,56,56,"Region_5",374,8050,803,17,2507,8.33,24.7708333333333,6.10450980392157,21.4391390316578,3.43398720448515,3.43398720448515,12.7475660264614,2.63905732961526,2.23776322649488,6.68835471394676,2.83321334405622,41.32176444,8.99342737041261,7.82684209815829,3.20966688578289,1.80902781014098,5.92425579741453,0.0216126350789692,0.000467105995056692,0.0204081632653061
"NLA12_IN-162",25,26156.25,0,0.16,0.0824372759856631,18.6878051779601,36,1.89330690510951,97633644.2,10021377594,36,"",39.08573146,-86.05904543,5.574681425,3.8,1.1366989,192.96,5,5120206,55,55,"Region_5",67.8,6810,529,39,3746,7.18,21.5916666666667,6.10385620915033,23.0279864075841,3.58351893845611,3.58351893845611,10.1718434466719,3.2188758248682,2.92787118161074,6.2709884318583,3.66356164612965,39.08573146,8.82614739914356,8.22844388300403,3.07230743778007,1.80892073688135,4.21656219494635,0.0824372759856631,0.00679590447193638,0.0256
"NLA12_IN-163",21,165205.479452055,0,0.333333333333333,0.330016583747927,14.6039202546284,21,2.25443032136476,179103499.3,4962541623,21,"",39.83839159,-86.30451512,473.5328678,9.1,29.25422688,240.67,5,5120201,55,55,"Region_5",500,3980,998,76,2668,8.14,21.4294871794872,6.10385620915033,22.3251838704308,3.04452243772342,3.04452243772342,12.0149453081149,3.04452243772342,2.68129000326276,6.90575327631146,4.33073334028633,39.83839159,8.28903709827848,7.88908440703551,3.06476787917056,1.80892073688135,6.21460809842219,0.330016583747927,0.108910945548653,0.111111111111111
"NLA12_IN-164",23,177800,0,0.217391304347826,0.0742407199100112,16.8266451921114,35,2.63107706615408,9776941.6,10317206021.2,35,"",41.13163711,-86.26617418,4.458459741,8.4,0.867701398,245.85,5,5120106,56,56,"Region_5",219,7750,650,18,2824,8.09,18.0920512820513,6.11915032679739,23.0570788259648,3.55534806148941,3.55534806148941,12.0884146020619,3.13549421592915,2.82296365334244,6.47697236288968,2.89037175789616,41.13163711,8.95544812234739,7.94590959861313,2.89547268612691,1.81142325139507,5.3890717298165,0.0742407199100112,0.00551168449275674,0.0472589792060491
"NLA12_IN-166",26,201489.361702128,0,0.269230769230769,0.253431890179514,16.2915352640946,24,0.874542038034766,612949258.2,29094775460,24,"",40.9751033,-87.51101929,325.0384875,2,14.45000168,200.68,7,7120002,54,54,"Region_5",254,12690,1280,112,11939,8.37,28.0923076923077,6.07339869281046,24.093824457548,3.17805383034795,3.17805383034795,12.2134918634522,3.25809653802148,2.79064566397387,7.15461535691366,4.71849887129509,40.9751033,9.44856956070843,9.38756563134539,3.33549579125928,1.80391836481992,5.53733426701854,0.253431890179514,0.0642277229599614,0.0724852071005917
"NLA12_IN-171",16,23513.5135135135,0,0.1875,0.00919540229885057,7.50223177625458,13,1.39409311002618,146631886.5,3825572854.2,13,"",39.26151083,-86.11289562,9.520704013,5.8,1.687834435,217.18,5,5120208,71,71,"Region_5",53.2,4900,340,33,11000,7.16,18.2192307692308,6.10385620915033,22.0649740588151,2.56494935746154,2.56494935746154,10.0653305779865,2.77258872223978,2.01520054644432,5.82894561761021,3.49650756146648,39.26151083,8.49699048409872,9.30565055178051,2.90247767190823,1.80892073688135,3.9740583963476,0.00919540229885057,8.45554234377064e-05,0.03515625
"NLA12_IN-172",24,267000,0,0.208333333333333,0.176779026217228,18.420602015784,40,3.19362162630806,6478692.5,866993123.8,40,"",41.38935735,-85.83056287,73.51380345,14.6,4.459647505,252.87,4,4050001,56,56,"Region_5",493,4390,1116,11,3479,8.51,18.7846153846154,6.10450980392157,20.5805416036868,3.68887945411394,3.68887945411394,12.4950039373824,3.17805383034795,2.91346971301752,7.01750614294126,2.39789527279837,41.38935735,8.38708450606922,8.15450017515194,2.93303820421507,1.80902781014098,6.20050917404269,0.176779026217228,0.0312508241103115,0.0434027777777778
"NLA12_IN-174",30,467000,0,0.2,0.137044967880086,20.8876160145663,26,2.46175603345723,17014406.5,1855719523.1,26,"",38.00054365,-87.34409037,38.22779306,11.8,11.3942367,118.43,5,5140201,72,72,"Region_5",925,3390,468,17,5207,8.21,19.5708974358974,6.22294117647059,21.3415383408714,3.25809653802148,3.25809653802148,13.054084536651,3.40119738166216,3.0391564481642,6.14846829591765,2.83321334405622,38.00054365,8.1285852003745,8.5577591531629,2.97404363809275,1.82824265294247,6.82979373751242,0.137044967880086,0.0187813232212537,0.04
"NLA12_IN-179",21,112043.010752688,0,0.19047619047619,0.196737044145873,10.9764055728236,18,1.69629641891889,43938165,55909611771.1,18,"",39.76766233,-85.75665952,5.289581836,3.1,1.07850374,257.48,5,5120204,55,55,"Region_5",943,4820,6600,962,13734,8.47,23.6884615384615,6.04418300653595,24.7470021481422,2.89037175789616,2.89037175789616,11.6266381011362,3.04452243772342,2.39574802117765,8.79482492801452,6.86901445066571,39.76766233,8.48052920704465,9.52762978918062,3.16498807467151,1.7990963229951,6.84906628263346,0.196737044145873,0.0387054645392553,0.036281179138322
"NLA12_IN-180",16,23281.73374613,0,0.125,0.17686170212766,6.16113994269649,34,2.17178906025675,179199355,6689267001.3,34,"",37.9689899,-87.76969281,6.12960706,6.4,1.273340002,129.57,5,5120113,72,72,"Region_5",169.9,4560,618,49,5623,8.14,24.6841025641026,6.19019607843137,22.6237701387609,3.52636052461616,3.52636052461616,10.0554243727034,2.77258872223978,1.81826181605729,6.42648845745769,3.89182029811063,37.9689899,8.42507790250843,8.6346206082922,3.20615941553456,1.82296676283962,5.13521002867789,0.17686170212766,0.031280061679493,0.015625
"NLA12_IN-183",23,124285.714285714,0,0.217391304347826,0.126436781609195,17.7403047688616,22,1.30422785453946,309200563,75609875294.2,22,"",38.73981144,-86.99601089,10.44501869,1.1,1.538782828,149.98,5,5120202,72,72,"Region_5",350,10070,1545,416,733,7.83,25.1764102564103,6.1224183006536,25.0488527371858,3.09104245335832,3.09104245335832,11.7303383415755,3.13549421592915,2.87583915648931,7.34277918933185,6.03068526026126,38.73981144,9.21731598571261,6.59714570188665,3.22590745516517,1.81195716563977,5.85793315448346,0.126436781609195,0.0159862597436914,0.0472589792060491
"NLA12_IN-185",26,267250,0,0.269230769230769,0.181478016838167,18.6186721359917,28,2.31405654337429,300538485.4,13652821417.9,28,"",41.32762286,-85.45633739,16.74849991,5.5,2.127232864,268.99,4,4050001,56,56,"Region_5",562,5330,771,64,10782,8.49,21.2589743589744,6.10450980392157,23.3372120345005,3.3322045101752,3.3322045101752,12.4959398288873,3.25809653802148,2.92416495544945,6.64768837356333,4.15888308335967,41.32762286,8.58110651715989,9.28563335601161,3.05677912899253,1.80902781014098,6.33150184989369,0.181478016838167,0.0329342705955138,0.0724852071005917
"NLA12_IN-186",20,401666.666666667,0,0.2,0.0199170124481328,13.1713493612999,27,2.00553797969898,48092768.1,1269588474.5,27,"",41.72566548,-85.4639434,45.24791312,14.6,2.670447068,256.81,4,4050001,56,56,"Region_5",367,4290,484,15,5022,8.46,15.55,6.10450980392157,20.9619586490792,3.29583686600433,3.29583686600433,12.9033778362388,2.99573227355399,2.57804396770498,6.18208490671663,2.70805020110221,41.72566548,8.36404201192206,8.52158353971753,2.74406063862524,1.80902781014098,5.90536184805457,0.0199170124481328,0.000396687384859076,0.04
"NLA12_IN-187",26,240000,0,0.269230769230769,0.0490740740740741,18.7928941397817,35,2.77941230871403,6124396,2679128206.3,35,"",41.74894691,-84.84254259,10.83780673,6.7,1.388566064,315.89,4,4100003,55,55,"Region_5",332,6440,285,11,7119,8.19,21.6079487179487,6.12562091503268,21.7087572823922,3.55534806148941,3.55534806148941,12.3883942023241,3.25809653802148,2.93347882709855,5.65248918026865,2.39789527279837,41.74894691,8.7702838190984,8.87052254510387,3.07306124319745,1.81248012517569,5.80513496891649,0.0490740740740741,0.00240826474622771,0.0724852071005917
"NLA12_IN-191",18,1448571.42857143,0,0.277777777777778,0.107495069033531,13.5831774193004,19,0.880521902648489,455027024.9,17251152803.3,19,"",38.93722484,-85.19511755,4.034012448,2.3,1.072668276,278.42,5,5090203,55,55,"Region_5",263,12050,1943,147,5243,8.41,24.2269230769231,6.02313725490196,23.5711448073676,2.94443897916644,2.94443897916644,14.186088407072,2.89037175789616,2.60883207261918,7.57198844937744,4.99043258677874,38.93722484,9.3968199389188,8.56464913257253,3.1874645386064,1.79560826226316,5.57215403217776,0.107495069033531,0.0115551898665235,0.0771604938271605
"NLA12_IN-193",19,231500,0,0.157894736842105,0.217062634989201,16.9786712930546,22,2.48261393522019,27730417,2051222136.5,22,"",39.89200512,-86.11552511,15.29819602,8.2,2.431028074,218.12,5,5120201,55,55,"Region_5",549,2880,350,9,1806,8.48,24.8512820512821,6.10385620915033,21.4417016166078,3.09104245335832,3.09104245335832,12.3523351525084,2.94443897916644,2.83195792652898,5.85793315448346,2.19722457733622,39.89200512,7.96554557312999,7.49886973397693,3.21290934281273,1.80892073688135,6.30809844150953,0.217062634989201,0.047116187508455,0.0249307479224377
"NLA12_IN-196",26,66500,0,0.269230769230769,0.0988184747583244,19.1806267458761,36,2.30046647857672,54266792.6,3765944978.5,36,"",41.42672638,-85.73792608,165.3987289,10,5.643792712,259.26,4,4050001,56,56,"Region_5",323,5660,593,17,3927,8.54,21.0180769230769,6.10450980392157,22.0492646570109,3.58351893845611,3.58351893845611,11.1049572266439,3.25809653802148,2.95390074597438,6.38519439899773,2.83321334405622,41.42672638,8.64117917119723,8.27563105457801,3.04538287330334,1.80902781014098,5.77765232322266,0.0988184747583244,0.00976509095356159,0.0724852071005917
"NLA12_IN-199",26,256486.486486486,0,0.269230769230769,0.0885142255005269,17.407097845974,25,1.98166546204188,75507750.3,2865172413.3,25,"",41.63635595,-85.16723461,46.7765862,8.5,3.728348606,284.85,4,4050001,56,56,"Region_5",431,4510,536,31,7958,8.3,19.1115384615385,6.10450980392157,21.7758943644647,3.2188758248682,3.2188758248682,12.4548312579419,3.25809653802148,2.85687804522526,6.2841341610708,3.43398720448515,41.63635595,8.41405243249672,8.98193299098687,2.95029226058679,1.80902781014098,6.06610809010375,0.0885142255005269,0.00783476811595812,0.0724852071005917
"NLA12_IN-201",21,311000,0,0.285714285714286,0.132904608788853,15.9518273424965,13,1.48091023321004,95020050.8,3086725246.4,13,"",39.17053772,-87.291179,1.586054545,8.2,0.717720375,150.21,5,5120111,72,72,"Region_5",424,6680,2590,63,9009,7.68,16.6423076923077,6.18300653594771,21.8503765750716,2.56494935746154,2.56494935746154,12.6475481911614,3.04452243772342,2.76957338959625,7.85941315469358,4.14313472639153,39.17053772,8.80687326653069,9.10597935665144,2.81194810920936,1.82180464765944,6.04973345523196,0.132904608788853,0.0176636350373181,0.0816326530612245
"NLA12_IN-202",20,1668333.33333333,0,0.25,0.332667332667333,15.1270621499851,23,2.37634276913893,104978110.9,3127541168,23,"",38.4641338,-85.80769688,1.903495759,2.4,0.649298567,163.73,5,5140101,55,55,"Region_5",207,6490,955,50,7151,7.9,18.0911538461538,6.02313725490196,21.8635129634481,3.13549421592915,3.13549421592915,14.3273356820633,2.99573227355399,2.71648533511827,6.86171134048073,3.91202300542815,38.4641338,8.77801780969814,8.8750074860484,2.89542308101898,1.79560826226316,5.33271879326537,0.332667332667333,0.110667554223998,0.0625
"NLA12_KS-101",46,22565.6565656566,0,0.434782608695652,0.207997612652939,29.62194912377,16,0.928115061671496,10200334790,26150988946.5,16,"NLA06608-0588",39.33209745,-97.37485967,10.23476444,1.6,1.506682015,415.33,10,10250017,27,27,"Region_7",177.45,7360,2350.5,810.5,13390,8.015,26.375641025641,6.39366013071895,23.9871528449641,2.77258872223978,2.77258872223978,10.0241844084767,3.8286413964891,3.38851561098828,7.76238335046419,6.69765134117573,39.33209745,8.90381521172292,9.50226343868522,3.27244089579059,1.85530689481748,5.17868887909251,0.207997612652939,0.0432630068693222,0.189035916824197
"NLA12_KS-102",20,260133.333333333,0,0.6,0.0876473603280369,14.935314659915,21,1.11858360175122,191190510.8,6628489248,21,"NLA06608-1824",37.39088653,-99.78483802,127.3005653,6,9.831905268,685.82,11,11040008,26,26,"Region_7",615,7620,885,53,3110,8.45,22.9717948717949,6.68673202614379,22.6146427491154,3.04452243772342,3.04452243772342,12.468949599063,2.99573227355399,2.70372852007117,6.78558764500793,3.97029191355212,37.39088653,8.93853164868069,8.04237800517328,3.13426715347389,1.90012526841568,6.42162226780652,0.0876473603280369,0.00768205977247274,0.36
"NLA12_KS-103",24,53636.3636363636,0,0.333333333333333,0.202824858757062,15.5085116454163,14,2.1371254641436,49086039,5766746675.6,14,"NLA06608-1292",39.0001536,-95.77964833,101.946167,5.4,7.168895855,350.58,10,10270102,40,40,"Region_7",427,4220,504,28,3436,8.61,23.225641025641,6.2721568627451,22.4753739240673,2.63905732961526,2.63905732961526,10.8899825430835,3.17805383034795,2.74138901161783,6.22257626807137,3.3322045101752,39.0001536,8.34759040703006,8.14206328310415,3.14525688499247,1.83612029273936,6.05678401322862,0.202824858757062,0.0411379233298222,0.111111111111111
"NLA12_KS-105",32,94120.3703703704,0,0.46875,0.0723069355632071,15.1243706135651,21,1.27198829856935,298044000.3,25836173722.9,21,"NLA06608-0104",37.65556473,-98.26098551,56.79395135,1.4,4.717548227,479.33,11,11030015,27,27,"Region_7",383,5850,1409,190,23191,8.39,24.3987179487179,6.62732026143791,23.9750414291574,3.04452243772342,3.04452243772342,11.4523297779204,3.46573590279973,2.71630739072481,7.25063551189868,5.24702407216049,37.65556473,8.6741969402259,10.0515195513552,3.19453058783339,1.8912005386983,5.94803498918065,0.0723069355632071,0.00522829293054178,0.2197265625
"NLA12_KS-106",26,224197.530864198,0,0.576923076923077,0.100770925110132,21.2209730309413,29,2.89136750992155,21346695.5,4520063935.3,29,"NLA06608-0488",37.19334598,-95.98897607,13.48185356,3,4.312828207,252.08,11,11070106,29,29,"Region_7",211,7340,1024,95,11339,8.09,27.3564102564103,6.32718954248366,22.2317919756684,3.36729582998647,3.36729582998647,12.320282776465,3.25809653802148,3.05498998656157,6.93147180559945,4.55387689160054,37.19334598,8.90109412160856,9.33600338997184,3.30895088006777,1.84485614743432,5.35185813347607,0.100770925110132,0.0101547793475519,0.33284023668639
