Samp_ID,TSN,PHYLUM,CLASS,ORDER,FAMILY,GENUS,FFG,count,Vol,Den
Lake_21,88599,Arthropoda,Maxillopoda,Poecilostomatoida,Ergasilidae,Ergasilus,Omnivorous,2,8.95494186,0.223340367
Lake_21,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,6,8.95494186,0.6700211
Lake_21,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,17,8.95494186,1.898393118
Lake_21,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,18,8.95494186,2.010063301
Lake_21,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,22,8.95494186,2.456744035
Lake_21,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,46,8.95494186,5.136828437
Lake_21,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,46,8.95494186,5.136828437
Lake_21,125923,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,36,8.95494186,4.020126603
Lake_21,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,83,8.95494186,9.268625223
Lake_21,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,1,8.95494186,0.111670183
Lake_21,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,1,8.95494186,0.111670183
Lake_21,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,2,8.95494186,0.223340367
Lake_22,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,1,9.310595745,0.107404513
Lake_22,88599,Arthropoda,Maxillopoda,Poecilostomatoida,Ergasilidae,Ergasilus,Omnivorous,1,9.310595745,0.107404513
Lake_22,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,8,9.310595745,0.859236103
Lake_22,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,1,9.310595745,0.107404513
Lake_22,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,9,9.310595745,0.966640615
Lake_22,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,11,9.310595745,1.181449641
Lake_22,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,3,9.310595745,0.322213538
Lake_22,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,3,9.310595745,0.322213538
Lake_22,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,28,9.310595745,3.007326359
Lake_22,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,5,9.310595745,0.537022564
Lake_22,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,34,9.310595745,3.651753436
Lake_22,125923,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,8,9.310595745,0.859236103
Lake_22,59282,Rotifera,Eurotatoria,Ploima,Synchaetidae,Ploesoma,Predaceous,67,9.310595745,7.196102359
Lake_22,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,17,9.310595745,1.825876718
Lake_22,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,101,9.310595745,10.84785579
Lake_22,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,1,9.310595745,0.107404513
Lake_22,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,2,9.310595745,0.214809026
Lake_22,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,2,9.310595745,0.214809026
Lake_23,83873,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,2,88.86792453,0.022505308
Lake_23,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,2,88.86792453,0.022505308
Lake_23,58525,Rotifera,Eurotatoria,Ploima,Brachionidae,Anuraeopsis,Herbivores,2,88.86792453,0.022505308
Lake_23,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,6,88.86792453,0.067515924
Lake_23,58633,Rotifera,Eurotatoria,Ploima,Lecanidae,,Herbivores,8,88.86792453,0.090021231
Lake_23,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,8,88.86792453,0.090021231
Lake_23,59322,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Herbivores,71,88.86792453,0.798938429
Lake_23,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,198,88.86792453,2.228025478
Lake_23,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,1,88.86792453,0.011252654
Lake_23,ddddd,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,1,88.86792453,0.011252654
Lake_23,125923,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,1,88.86792453,0.011252654
Lake_24,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,1,12.61645877,0.079261544
Lake_24,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,2,12.61645877,0.158523088
Lake_24,ddddd,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,3,12.61645877,0.237784631
Lake_24,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,2,12.61645877,0.158523088
Lake_24,125923,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,3,12.61645877,0.237784631
Lake_24,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,3,12.61645877,0.237784631
Lake_24,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,5,12.61645877,0.396307719
Lake_24,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,3,12.61645877,0.237784631
Lake_24,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,2,12.61645877,0.158523088
Lake_24,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,3,12.61645877,0.237784631
Lake_24,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,6,12.61645877,0.475569263
Lake_24,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,8,12.61645877,0.634092351
Lake_24,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,5,12.61645877,0.396307719
Lake_24,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,6,12.61645877,0.475569263
Lake_24,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,5,12.61645877,0.396307719
Lake_24,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,7,12.61645877,0.554830807
Lake_24,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,5,12.61645877,0.396307719
Lake_24,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,8,12.61645877,0.634092351
Lake_24,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,16,12.61645877,1.268184701
Lake_24,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,18,12.61645877,1.426707789
Lake_24,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,22,12.61645877,1.743753964
Lake_24,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,49,12.61645877,3.883815647
Lake_24,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,28,12.61645877,2.219323227
Lake_24,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,33,12.61645877,2.615630946
Lake_24,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,24,12.61645877,1.902277052
Lake_24,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,30,12.61645877,2.377846315
Lake_24,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,2,12.61645877,0.158523088
Lake_24,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,2,12.61645877,0.158523088
Lake_24,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,2,12.61645877,0.158523088
Lake_25,83936,Arthropoda,Branchiopoda,Diplostraca,Bosminidae,Bosmina,Herbivores,3,148.2724415,0.020233025
Lake_25,83873,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,1,148.2724415,0.006744342
Lake_25,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,1,148.2724415,0.006744342
Lake_25,83905,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,Herbivores,1,148.2724415,0.006744342
Lake_25,59167,Rotifera,Eurotatoria,Ploima,Gastropodidae,Ascomorpha,Herbivores,2,148.2724415,0.013488683
Lake_25,59425,Rotifera,Eurotatoria,Flosculariaceae,Filiniidae,Filinia,Omnivorous,2,148.2724415,0.013488683
Lake_25,59282,Rotifera,Eurotatoria,Ploima,Synchaetidae,Ploesoma,Predaceous,8,148.2724415,0.053954733
Lake_25,58352,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,4,148.2724415,0.026977367
Lake_25,59322,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Herbivores,4,148.2724415,0.026977367
Lake_25,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,5,148.2724415,0.033721708
Lake_25,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,7,148.2724415,0.047210391
Lake_25,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,12,148.2724415,0.0809321
Lake_25,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,15,148.2724415,0.101165124
Lake_25,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,28,148.2724415,0.188841566
Lake_25,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,31,148.2724415,0.209074591
Lake_25,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,170,148.2724415,1.146538078
Lake_25,59350,Rotifera,Eurotatoria,Flosculariaceae,Hexarthridae,Hexarthra,Omnivorous,1,148.2724415,0.006744342
Lake_25,59255,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Predaceous,2,148.2724415,0.013488683
Lake_25,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,1,148.2724415,0.006744342
Lake_26,59297,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Testudinella,Herbivores,2,22.21314741,0.090036768
Lake_26,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,16,22.21314741,0.720294144
Lake_26,83905,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,Herbivores,1,22.21314741,0.045018384
Lake_26,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,56,22.21314741,2.521029504
Lake_26,58352,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,8,22.21314741,0.360147072
Lake_26,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,1,22.21314741,0.045018384
Lake_26,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,11,22.21314741,0.495202224
Lake_26,83937,Arthropoda,Branchiopoda,Diplostraca,Bosminidae,Eubosmina,Herbivores,11,22.21314741,0.495202224
Lake_26,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,56,22.21314741,2.521029504
Lake_26,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,12,22.21314741,0.540220608
Lake_26,59322,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Herbivores,9,22.21314741,0.405165456
Lake_26,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,21,22.21314741,0.945386064
Lake_26,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,39,22.21314741,1.755716976
Lake_26,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,1,22.21314741,0.045018384
Lake_26,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,36,22.21314741,1.620661824
Lake_26,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,18,22.21314741,0.810330912
Lake_26,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,16,22.21314741,0.720294144
Lake_26,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,1,22.21314741,0.045018384
Lake_27,83905,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,Herbivores,1,3.056109215,0.327213437
Lake_27,58445,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Omnivorous,10,3.056109215,3.27213437
Lake_27,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,14,3.056109215,4.580988118
Lake_27,59322,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Herbivores,19,3.056109215,6.217055302
Lake_27,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,21,3.056109215,6.871482176
Lake_27,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,127,3.056109215,41.5561065
Lake_27,83937,Arthropoda,Branchiopoda,Diplostraca,Bosminidae,Eubosmina,Herbivores,103,3.056109215,33.70298401
Lake_27,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,1,3.056109215,0.327213437
Lake_27,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,4,3.056109215,1.308853748
Lake_27,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,12,3.056109215,3.926561244
Lake_28,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,22,3.811881818,5.771427617
Lake_28,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,79,3.811881818,20.7246719
Lake_28,83880,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,79,3.811881818,20.7246719
Lake_28,59322,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Herbivores,103,3.811881818,27.02077475
Lake_28,83905,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,Herbivores,1,3.811881818,0.262337619
Lake_28,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,1,3.811881818,0.262337619
Lake_28,58445,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Omnivorous,2,3.811881818,0.524675238
Lake_29,59350,Rotifera,Eurotatoria,Flosculariaceae,Hexarthridae,Hexarthra,Omnivorous,2,25.62992126,0.078033794
Lake_29,58559,Rotifera,Eurotatoria,Ploima,Brachionidae,Platyias,Predaceous,2,25.62992126,0.078033794
Lake_29,58445,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Omnivorous,1,25.62992126,0.039016897
Lake_29,59425,Rotifera,Eurotatoria,Flosculariaceae,Filiniidae,Filinia,Omnivorous,3,25.62992126,0.117050691
Lake_29,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,3,25.62992126,0.117050691
Lake_29,88599,Arthropoda,Maxillopoda,Poecilostomatoida,Ergasilidae,Ergasilus,Omnivorous,4,25.62992126,0.156067588
Lake_29,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,2,25.62992126,0.078033794
Lake_29,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,4,25.62992126,0.156067588
Lake_29,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,50,25.62992126,1.950844854
Lake_29,125923,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,12,25.62992126,0.468202765
Lake_29,83937,Arthropoda,Branchiopoda,Diplostraca,Bosminidae,Eubosmina,Herbivores,56,25.62992126,2.184946237
Lake_29,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,61,25.62992126,2.380030722
Lake_29,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,97,25.62992126,3.784639017
Lake_29,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,1,25.62992126,0.039016897
Lake_29,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,1,25.62992126,0.039016897
Lake_29,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,1,25.62992126,0.039016897
Lake_3,58246,Rotifera,Eurotatoria,,,,Herbivores,1,21.68903733,0.046106242
Lake_3,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,1,21.68903733,0.046106242
Lake_3,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,1,21.68903733,0.046106242
Lake_3,59297,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Testudinella,Herbivores,1,21.68903733,0.046106242
Lake_3,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,1,21.68903733,0.046106242
Lake_3,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,1,21.68903733,0.046106242
Lake_3,733321,Arthropoda,Arachnida,,,,Predaceous,1,21.68903733,0.046106242
Lake_3,58440,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Omnivorous,1,21.68903733,0.046106242
Lake_3,59282,Rotifera,Eurotatoria,Ploima,Synchaetidae,Ploesoma,Predaceous,1,21.68903733,0.046106242
Lake_3,59297,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Testudinella,Herbivores,2,21.68903733,0.092212484
Lake_3,125923,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,2,21.68903733,0.092212484
Lake_3,59322,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Herbivores,2,21.68903733,0.092212484
Lake_3,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,4,21.68903733,0.184424967
Lake_3,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,5,21.68903733,0.230531209
Lake_3,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,4,21.68903733,0.184424967
Lake_3,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,37,21.68903733,1.705930948
Lake_3,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,46,21.68903733,2.120887124
Lake_3,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,23,21.68903733,1.060443562
Lake_3,59175,Rotifera,Eurotatoria,Ploima,Gastropodidae,Gastropus,Herbivores,37,21.68903733,1.705930948
Lake_3,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,39,21.68903733,1.798143431
Lake_3,59434,Rotifera,Eurotatoria,Collothecaceae,Collothecidae,Collotheca,Herbivores,49,21.68903733,2.259205849
Lake_3,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,37,21.68903733,1.705930948
Lake_3,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,7,21.68903733,0.322743693
Lake_3,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,1,21.68903733,0.046106242
Lake_3,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,2,21.68903733,0.092212484
Lake_3,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,1,21.68903733,0.046106242
Lake_30,125923,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,1,16.26903226,0.061466471
Lake_30,88599,Arthropoda,Maxillopoda,Poecilostomatoida,Ergasilidae,Ergasilus,Omnivorous,1,16.26903226,0.061466471
Lake_30,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,1,16.26903226,0.061466471
Lake_30,59175,Rotifera,Eurotatoria,Ploima,Gastropodidae,Gastropus,Herbivores,2,16.26903226,0.122932942
Lake_30,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,4,16.26903226,0.245865884
Lake_30,58445,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Omnivorous,13,16.26903226,0.799064123
Lake_30,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,14,16.26903226,0.860530594
Lake_30,59434,Rotifera,Eurotatoria,Collothecaceae,Collothecidae,Collotheca,Herbivores,4,16.26903226,0.245865884
Lake_30,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,5,16.26903226,0.307332355
Lake_30,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,18,16.26903226,1.106396479
Lake_30,58352,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,32,16.26903226,1.966927073
Lake_30,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,13,16.26903226,0.799064123
Lake_30,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,79,16.26903226,4.855851211
Lake_30,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,112,16.26903226,6.884244756
Lake_30,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,1,16.26903226,0.061466471
Lake_30,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,1,16.26903226,0.061466471
Lake_30,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,1,16.26903226,0.061466471
Lake_31,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,1,11.76958904,0.084964734
Lake_31,58246,Rotifera,Eurotatoria,,,,Herbivores,2,11.76958904,0.169929468
Lake_31,125923,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,2,11.76958904,0.169929468
Lake_31,58633,Rotifera,Eurotatoria,Ploima,Lecanidae,,Herbivores,2,11.76958904,0.169929468
Lake_31,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,3,11.76958904,0.254894201
Lake_31,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,3,11.76958904,0.254894201
Lake_31,59255,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Predaceous,3,11.76958904,0.254894201
Lake_31,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,3,11.76958904,0.254894201
Lake_31,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,4,11.76958904,0.339858935
Lake_31,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,8,11.76958904,0.679717871
Lake_31,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,10,11.76958904,0.849647338
Lake_31,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,10,11.76958904,0.849647338
Lake_31,58352,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,10,11.76958904,0.849647338
Lake_31,59425,Rotifera,Eurotatoria,Flosculariaceae,Filiniidae,Filinia,Omnivorous,13,11.76958904,1.10454154
Lake_31,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,55,11.76958904,4.67306036
Lake_31,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,68,11.76958904,5.777601899
Lake_31,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,104,11.76958904,8.836332317
Lake_31,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,1,11.76958904,0.084964734
Lake_31,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,1,11.76958904,0.084964734
Lake_31,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,1,11.76958904,0.084964734
Lake_32,125923,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,1,15.69750538,0.06370439
Lake_32,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,2,15.69750538,0.127408779
Lake_32,88599,Arthropoda,Maxillopoda,Poecilostomatoida,Ergasilidae,Ergasilus,Omnivorous,2,15.69750538,0.127408779
Lake_32,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,3,15.69750538,0.191113169
Lake_32,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,3,15.69750538,0.191113169
Lake_32,59322,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Herbivores,6,15.69750538,0.382226338
Lake_32,83937,Arthropoda,Branchiopoda,Diplostraca,Bosminidae,Eubosmina,Herbivores,6,15.69750538,0.382226338
Lake_32,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,12,15.69750538,0.764452677
Lake_32,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,21,15.69750538,1.337792184
Lake_32,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,32,15.69750538,2.038540471
Lake_32,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,35,15.69750538,2.22965364
Lake_32,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,43,15.69750538,2.739288758
Lake_32,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,51,15.69750538,3.248923875
Lake_32,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,80,15.69750538,5.096351177
Lake_32,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,1,15.69750538,0.06370439
Lake_32,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,1,15.69750538,0.06370439
Lake_32,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,3,15.69750538,0.191113169
Lake_33,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,6,3.483597122,1.722357606
